x,y,pressures
0,0,155
0,1,177
0,2,172
0,3,91
0,4,26
0,5,10
0,6,39
0,7,57
0,10,50
0,11,35
0,14,81
0,15,24
1,0,139
1,1,141
1,2,196
1,3,126
1,5,30
1,6,51
1,9,7
1,10,100
1,11,85
1,12,37
1,13,53
1,14,135
1,15,34
2,0,189
2,1,189
2,2,183
2,3,168
2,4,20
2,5,45
2,6,3
2,9,15
2,10,115
2,11,177
2,12,185
2,13,137
2,14,136
2,15,7
3,0,234
3,1,222
3,2,221
3,3,175
3,4,80
3,5,80
3,8,41
3,9,167
3,10,111
3,11,123
3,12,174
3,13,155
3,14,103
3,15,1
4,0,198
4,1,102
4,2,193
4,3,169
4,4,153
4,5,108
4,6,67
4,7,6
4,8,67
4,9,152
4,10,92
4,11,104
4,12,123
4,13,95
4,14,94
4,15,7
5,0,75
5,1,123
5,2,105
5,3,145
5,4,155
5,5,100
5,6,95
5,7,40
5,8,33
5,9,40
5,10,104
5,11,181
5,12,134
5,13,144
5,14,124
5,15,34
6,1,49
6,3,25
6,4,10
6,7,102
6,8,30
6,9,57
6,10,128
6,11,161
6,12,64
6,13,200
6,14,87
6,15,11
7,6,8
7,7,76
7,8,41
7,11,10
7,12,97
7,13,188
7,14,89
7,15,4
8,12,70
8,13,193
8,14,76
9,12,28
9,13,83
9,14,74
10,13,58
10,14,7
11,13,18
