x,y,pressures
0,77,1
0,89,0
0,95,2
0,103,0
0,123,2
0,126,0
1,95,1
1,100,1
1,107,1
1,109,0
1,120,4
1,123,1
1,125,0
2,101,1
2,104,0
2,113,0
2,124,0
3,101,1
3,102,2
3,114,1
3,116,0
3,123,2
3,124,1
3,126,0
4,87,1
4,107,0
4,115,1
4,117,0
4,120,2
4,121,0
4,122,2
4,124,2
4,126,0
4,127,0
5,84,1
5,92,1
5,106,0
5,107,0
5,114,2
5,115,0
5,118,1
5,119,1
5,123,1
5,125,0
5,126,0
6,81,0
6,88,1
6,90,1
6,106,0
6,117,2
6,118,0
6,124,2
6,127,0
7,91,1
7,92,1
7,120,0
7,122,0
7,123,1
7,124,0
8,89,0
8,102,1
8,104,2
8,110,0
8,117,0
8,121,1
8,122,1
8,124,0
8,125,2
9,95,1
9,97,1
9,99,1
9,107,0
9,109,0
9,117,0
9,120,0
9,121,3
9,122,0
9,123,0
9,125,0
9,127,0
10,87,2
10,91,1
10,99,1
10,102,0
10,105,2
10,110,0
10,120,0
10,121,0
10,122,0
10,124,0
11,83,2
11,91,1
11,94,1
11,100,1
11,102,2
11,104,1
11,106,3
11,107,0
11,109,0
11,110,0
11,117,0
11,122,0
11,124,1
11,127,0
12,83,1
12,92,3
12,93,2
12,98,1
12,99,2
12,107,1
12,108,0
12,110,0
12,112,1
12,115,1
12,119,2
12,120,1
12,122,1
12,126,3
13,95,0
13,98,1
13,101,1
13,102,0
13,107,0
13,111,0
13,113,0
13,118,2
13,119,0
13,120,1
13,121,0
13,122,2
13,124,0
13,125,2
13,126,2
14,100,2
14,102,0
14,104,0
14,114,1
14,118,1
14,122,0
14,123,1
15,97,0
15,99,0
15,112,0
15,114,1
15,117,2
15,120,2
15,123,2
15,124,2
16,100,1
16,109,0
16,110,0
16,112,0
16,113,0
16,114,1
16,118,0
16,119,2
16,120,2
16,122,0
16,124,1
16,125,2
16,126,1
17,70,3
17,93,0
17,94,0
17,96,0
17,110,0
17,111,0
17,112,0
17,115,1
17,116,0
17,120,0
17,125,4
18,95,1
18,96,0
18,97,0
18,109,0
18,110,2
18,116,0
18,121,0
18,122,0
18,123,0
18,124,0
18,125,2
19,84,2
19,85,0
19,86,0
19,94,1
19,95,1
19,97,0
19,98,1
19,108,0
19,109,1
19,111,0
19,114,0
19,117,0
19,121,0
19,122,0
19,123,0
19,125,0
19,127,1
20,69,2
20,86,1
20,92,0
20,95,1
20,97,2
20,99,0
20,100,0
20,107,1
20,113,0
20,115,0
20,117,0
20,119,1
20,120,2
20,123,0
20,125,0
20,127,0
21,83,0
21,86,1
21,87,1
21,97,0
21,98,0
21,100,1
21,108,0
21,109,0
21,110,1
21,116,0
21,120,0
21,126,1
22,73,1
22,76,1
22,87,0
22,89,2
22,90,1
22,96,0
22,98,0
22,105,1
22,109,1
22,110,1
22,111,0
22,112,2
22,115,1
22,116,1
22,119,0
22,121,0
22,122,0
22,125,0
22,126,0
22,127,0
23,74,1
23,83,2
23,87,1
23,90,1
23,95,1
23,96,1
23,98,1
23,100,0
23,101,1
23,108,1
23,112,0
23,113,0
23,114,1
23,115,0
23,116,1
23,119,1
23,120,1
23,125,1
23,126,2
23,127,0
24,75,0
24,76,1
24,87,1
24,94,2
24,96,3
24,98,2
24,101,1
24,102,0
24,109,0
24,110,1
24,112,0
24,113,0
24,114,0
24,115,3
24,116,0
24,121,1
24,122,3
24,123,1
24,126,1
24,127,0
25,75,0
25,77,0
25,92,2
25,94,1
25,95,1
25,100,0
25,101,3
25,102,1
25,103,0
25,104,2
25,107,0
25,108,2
25,117,0
25,122,0
25,123,0
25,124,1
26,78,1
26,84,2
26,95,1
26,96,1
26,99,2
26,100,0
26,101,0
26,102,0
26,103,0
26,105,0
26,106,0
26,107,1
26,118,0
26,119,1
26,120,0
26,122,0
27,75,1
27,94,0
27,95,2
27,98,1
27,99,0
27,100,1
27,101,2
27,102,2
27,103,0
27,121,0
27,122,0
27,123,0
28,73,2
28,85,1
28,86,1
28,95,1
28,98,0
28,103,0
28,104,0
28,105,1
28,106,1
28,107,1
28,119,0
28,120,0
28,121,1
28,122,0
28,123,0
28,125,1
28,126,1
29,78,1
29,80,1
29,87,0
29,95,1
29,96,0
29,98,0
29,99,0
29,100,1
29,101,0
29,102,0
29,103,0
29,104,0
29,105,1
29,106,1
29,109,1
29,110,2
29,111,1
29,112,1
29,113,1
29,114,1
29,115,0
29,118,0
29,121,0
29,124,0
30,81,0
30,82,1
30,94,1
30,95,0
30,97,0
30,118,1
30,121,1
31,75,0
31,86,1
31,87,1
31,88,2
31,91,0
31,98,0
31,99,1
31,102,0
31,109,1
31,110,0
31,112,0
31,123,0
31,125,0
32,72,2
32,74,2
32,75,1
32,80,0
32,84,0
32,87,2
32,89,2
32,91,0
32,95,0
32,101,1
32,112,0
32,114,0
32,125,0
33,74,0
33,87,1
33,92,1
33,96,0
33,99,1
33,102,2
33,104,0
33,105,0
33,106,0
33,114,0
33,119,0
33,121,1
33,122,0
33,125,0
33,126,0
33,127,1
34,77,0
34,78,0
34,79,2
34,85,1
34,86,0
34,87,0
34,88,0
34,97,1
34,99,1
34,100,0
34,101,0
34,103,0
34,106,0
34,107,1
34,112,0
34,113,0
34,114,3
34,116,0
34,120,2
34,121,1
34,122,1
34,123,1
34,127,0
35,80,2
35,83,3
35,85,1
35,86,1
35,89,0
35,99,0
35,100,0
35,101,0
35,102,0
35,104,1
35,109,0
35,111,0
35,113,1
35,114,0
35,121,1
36,85,1
36,86,1
36,89,1
36,100,0
36,102,0
36,104,0
36,107,1
36,108,0
36,109,1
36,111,1
36,112,0
36,113,0
36,122,0
37,83,0
37,85,1
37,86,0
37,92,1
37,93,2
37,100,1
37,101,0
37,102,0
37,104,0
37,106,0
37,109,1
37,110,1
37,113,0
37,114,0
37,125,2
38,80,0
38,84,2
38,89,0
38,90,0
38,92,1
38,93,1
38,94,0
38,106,1
38,111,0
38,112,0
38,113,1
38,117,2
38,124,3
38,126,2
39,83,1
39,93,0
39,94,0
39,98,0
39,111,0
39,113,0
39,114,0
39,115,3
39,121,2
39,123,1
39,124,1
39,125,2
39,126,1
39,127,1
40,83,0
40,84,0
40,93,0
40,107,1
40,109,1
40,115,0
41,98,1
41,106,1
41,110,1
41,113,1
41,116,0
41,120,0
41,121,0
41,122,1
41,123,0
41,124,0
42,101,0
42,102,0
42,105,1
42,107,1
42,110,3
42,111,0
42,112,0
42,115,1
42,116,1
42,119,0
42,121,0
42,122,3
42,123,0
42,125,0
43,101,0
43,108,1
43,110,1
43,114,0
44,109,0
44,111,0
44,114,0
44,115,1
44,116,0
44,117,0
44,124,0
45,88,3
45,107,0
45,110,1
45,115,1
45,123,0
46,81,1
46,89,1
46,92,1
46,95,1
46,113,0
46,114,0
46,117,0
46,118,0
46,127,0
47,64,0
47,84,1
47,87,1
47,89,2
47,117,0
47,119,0
47,124,0
48,62,1
48,84,0
48,86,0
48,87,0
48,88,1
48,89,1
48,93,1
48,116,0
48,117,0
48,119,0
48,124,0
49,64,4
49,86,1
49,88,1
49,92,1
49,93,1
49,106,2
49,108,2
49,117,0
49,118,0
49,119,0
49,123,1
49,124,1
49,125,0
50,62,1
50,87,1
50,89,1
50,107,0
50,118,0
50,122,0
50,126,1
50,127,1
51,85,0
51,87,2
51,88,0
51,90,0
51,91,0
51,104,1
51,109,0
51,110,0
51,116,1
51,122,1
51,125,0
52,65,1
52,84,0
52,86,0
52,87,1
52,88,0
52,93,0
52,95,0
52,96,2
52,97,0
52,104,3
52,107,0
52,108,1
52,112,1
52,117,1
52,118,1
52,125,0
52,126,0
52,127,0
53,84,1
53,87,1
53,90,1
53,92,2
53,95,0
53,97,0
53,98,1
53,99,2
53,100,0
53,101,0
53,107,3
53,110,1
53,119,1
53,120,2
53,122,0
53,125,0
53,126,0
54,87,3
54,90,0
54,92,0
54,98,0
54,99,0
54,101,0
54,106,0
54,107,1
54,110,1
54,111,1
54,127,1
55,66,2
55,87,1
55,89,2
55,90,0
55,100,2
55,101,1
55,107,0
55,109,1
55,117,0
55,119,0
55,120,0
55,123,0
55,125,0
55,126,0
55,127,1
56,78,1
56,86,0
56,87,0
56,88,2
56,93,1
56,97,1
56,100,0
56,101,1
56,103,0
56,107,0
56,121,0
56,122,0
56,123,0
56,125,0
57,86,0
57,87,2
57,88,4
57,94,1
57,98,1
57,99,1
57,100,0
57,101,0
57,102,0
57,103,0
57,105,0
57,106,0
57,113,3
57,114,1
57,117,3
57,119,3
57,120,0
57,121,1
57,122,2
57,124,0
57,126,2
58,93,0
58,94,0
58,95,0
58,96,1
58,98,3
58,99,0
58,100,2
58,102,1
58,106,0
58,108,0
58,109,2
58,110,1
58,115,1
58,119,0
58,122,0
58,123,1
58,124,0
58,126,0
59,69,1
59,70,1
59,83,1
59,92,2
59,93,0
59,100,0
59,102,0
59,103,0
59,104,0
59,105,0
59,107,0
59,108,0
59,109,2
59,110,0
59,114,1
59,117,0
59,118,0
59,120,0
59,122,0
59,124,0
59,125,1
59,126,0
59,127,2
60,68,1
60,74,2
60,91,0
60,94,0
60,95,0
60,96,0
60,97,0
60,98,0
60,100,0
60,101,0
60,107,0
60,114,0
60,115,1
60,116,0
60,117,0
60,118,1
60,119,0
60,120,0
60,121,1
60,123,0
60,124,0
60,125,3
