x,y,pressures
0,0,0
0,1,0
0,2,0
0,7,2
0,14,0
0,21,2
0,24,2
0,32,1
0,34,3
0,36,1
0,39,3
0,40,3
0,44,2
0,45,4
0,47,4
0,48,3
0,49,2
0,51,3
0,98,1
0,107,0
0,110,1
0,119,2
0,122,2
1,16,0
1,21,1
1,23,1
1,24,1
1,27,0
1,29,1
1,33,1
1,34,1
1,38,3
1,41,4
1,42,3
1,43,1
1,44,2
1,45,4
1,49,3
1,50,1
1,51,0
1,103,1
1,106,3
1,117,1
1,118,3
2,0,0
2,1,0
2,2,0
2,6,0
2,13,0
2,15,0
2,16,0
2,22,1
2,23,1
2,24,1
2,28,2
2,29,1
2,33,1
2,34,1
2,35,1
2,36,1
2,38,2
2,43,3
2,45,3
2,48,1
2,52,0
2,54,0
2,103,1
2,105,1
2,123,1
2,127,1
3,2,0
3,6,0
3,7,0
3,9,0
3,10,0
3,13,0
3,15,0
3,16,0
3,17,0
3,22,1
3,25,1
3,28,1
3,35,1
3,36,2
3,37,3
3,38,1
3,39,1
3,40,2
3,43,4
3,44,3
3,45,1
3,46,1
3,47,2
3,48,3
3,52,0
3,54,0
3,92,0
3,97,1
3,101,2
3,102,3
3,105,1
3,110,2
3,111,1
3,118,1
3,124,0
3,125,3
3,126,3
4,3,0
4,4,0
4,6,0
4,7,0
4,10,0
4,11,0
4,14,0
4,17,0
4,18,0
4,21,1
4,23,1
4,25,1
4,28,1
4,35,0
4,37,3
4,38,5
4,39,3
4,48,1
4,49,0
4,50,0
4,51,2
4,52,2
4,53,2
4,56,0
4,69,0
4,80,0
4,109,1
4,112,0
4,121,0
5,0,0
5,3,0
5,4,0
5,7,0
5,11,0
5,13,0
5,14,0
5,16,0
5,17,0
5,19,0
5,21,1
5,22,1
5,23,1
5,24,1
5,25,1
5,27,2
5,28,3
5,32,1
5,33,1
5,34,1
5,36,1
5,40,4
5,41,2
5,48,3
5,50,1
5,54,1
5,55,0
5,56,0
5,57,0
5,82,0
5,90,0
5,103,2
5,106,3
5,108,2
5,109,0
5,111,3
5,122,1
5,123,3
6,3,0
6,11,0
6,14,0
6,15,0
6,19,0
6,21,1
6,23,1
6,24,1
6,28,1
6,30,1
6,31,1
6,32,1
6,33,1
6,34,0
6,37,3
6,43,2
6,50,3
6,55,2
6,81,0
6,87,0
6,107,2
6,110,2
6,111,2
6,112,3
6,113,1
6,114,0
6,123,3
7,0,0
7,7,0
7,8,0
7,13,0
7,14,0
7,17,0
7,18,0
7,19,0
7,20,1
7,21,1
7,22,1
7,23,1
7,24,1
7,27,1
7,28,1
7,29,1
7,30,0
7,32,1
7,34,1
7,36,2
7,37,3
7,41,5
7,42,5
7,43,4
7,44,2
7,45,1
7,46,2
7,47,0
7,48,2
7,49,4
7,50,3
7,52,0
7,56,0
7,57,0
7,58,0
7,60,0
7,79,0
7,82,0
7,87,0
7,105,3
7,107,2
7,112,4
7,114,1
7,124,4
8,0,0
8,1,0
8,2,0
8,4,0
8,8,0
8,12,0
8,14,0
8,18,0
8,20,1
8,21,1
8,22,1
8,24,1
8,28,2
8,34,3
8,35,2
8,37,3
8,39,1
8,42,5
8,43,3
8,44,3
8,45,4
8,46,5
8,47,4
8,48,5
8,50,2
8,53,0
8,54,0
8,57,1
8,58,0
8,82,0
8,84,0
8,88,1
8,90,0
8,109,3
8,113,4
8,119,1
9,11,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
9,20,1
9,21,1
9,22,1
9,23,1
9,24,1
9,27,1
9,37,4
9,38,4
9,39,4
9,40,3
9,44,4
9,45,5
9,46,5
9,47,3
9,56,2
9,57,4
9,58,1
9,84,0
9,90,0
10,2,0
10,5,0
10,6,0
10,9,0
10,15,0
10,16,0
10,17,0
10,18,0
10,21,1
10,22,1
10,23,1
10,24,1
10,26,1
10,31,1
10,33,2
10,34,0
10,39,4
10,40,5
10,41,4
10,43,5
10,49,3
10,50,4
10,51,2
10,55,4
10,57,4
10,58,1
10,86,0
10,92,0
10,93,0
10,109,1
10,119,1
11,4,0
11,11,0
11,15,0
11,16,0
11,17,0
11,18,0
11,19,0
11,23,1
11,27,1
11,29,2
11,32,2
11,33,1
11,34,0
11,35,1
11,36,0
11,38,2
11,41,3
11,43,3
11,44,3
11,47,2
11,48,3
11,49,5
11,50,4
11,51,2
11,53,2
11,55,5
11,56,5
11,60,0
11,82,0
11,90,0
11,91,1
11,94,0
11,95,0
11,101,1
11,113,2
11,120,1
12,2,0
12,12,0
12,15,0
12,16,0
12,18,0
12,26,1
12,27,1
12,28,1
12,32,2
12,39,3
12,40,3
12,42,3
12,45,2
12,47,5
12,48,5
12,49,4
12,50,4
12,54,4
12,56,4
12,57,2
12,61,0
12,81,0
12,93,1
12,94,0
12,96,0
12,97,0
12,114,1
12,125,1
13,8,0
13,15,0
13,16,0
13,17,0
13,28,0
13,30,2
13,31,3
13,38,4
13,42,5
13,43,4
13,44,4
13,45,5
13,46,5
13,47,5
13,48,5
13,49,5
13,50,4
13,52,1
13,53,5
13,54,5
13,55,3
13,96,1
13,97,0
13,98,1
13,99,0
13,119,4
13,125,1
13,127,1
14,6,0
14,7,0
14,8,0
14,9,0
14,11,0
14,12,0
14,15,0
14,16,0
14,17,0
14,27,0
14,29,2
14,30,2
14,31,1
14,38,4
14,39,2
14,40,1
14,43,2
14,45,5
14,47,2
14,52,5
14,53,5
14,54,2
14,58,1
14,60,4
14,61,2
14,62,2
14,63,1
14,81,0
14,86,0
14,91,1
14,92,0
14,118,4
14,119,1
14,121,1
14,123,1
14,126,3
15,7,0
15,9,0
15,10,0
15,14,0
15,22,1
15,23,3
15,24,3
15,26,2
15,28,2
15,36,4
15,39,3
15,40,1
15,45,2
15,46,1
15,47,2
15,53,5
15,54,2
15,58,2
15,60,5
15,61,5
15,62,5
15,63,2
15,66,0
15,73,1
15,85,0
15,86,0
15,94,0
16,1,0
16,6,0
16,10,0
16,11,0
16,26,4
16,27,1
16,29,1
16,30,1
16,35,3
16,39,3
16,40,2
16,41,1
16,44,2
16,46,2
16,47,5
16,49,5
16,51,0
16,53,1
16,60,5
16,61,4
16,62,5
16,63,1
16,64,2
16,66,1
16,67,1
16,68,0
16,78,1
16,84,0
16,86,0
16,93,0
16,96,1
16,97,0
16,108,0
16,127,0
17,1,0
17,6,0
17,8,0
17,12,0
17,14,0
17,17,2
17,25,2
17,27,1
17,31,1
17,34,3
17,37,3
17,42,4
17,44,2
17,45,1
17,46,5
17,47,1
17,48,4
17,49,2
17,51,1
17,59,4
17,60,3
17,61,2
17,63,3
17,65,1
17,66,2
17,68,0
17,87,0
17,122,1
18,6,0
18,7,0
18,10,0
18,12,0
18,23,2
18,26,4
18,27,2
18,32,2
18,38,1
18,39,1
18,41,0
18,42,1
18,44,1
18,46,2
18,50,2
18,51,2
18,54,2
18,60,1
18,63,3
18,64,5
18,65,4
18,66,2
18,68,3
18,71,1
18,72,0
18,74,1
18,80,1
18,88,0
18,109,0
18,114,1
18,125,0
18,126,0
19,1,0
19,4,0
19,6,0
19,8,0
19,9,0
19,11,0
19,13,0
19,15,0
19,16,0
19,18,0
19,21,2
19,25,4
19,27,5
19,30,3
19,31,4
19,38,2
19,40,1
19,41,1
19,42,4
19,44,1
19,46,2
19,47,2
19,48,1
19,50,2
19,54,2
19,59,0
19,60,2
19,64,3
19,65,5
19,66,5
19,67,4
19,68,2
19,72,2
19,74,1
19,75,0
19,76,1
