x,y,pressures
0,0,7
0,1,7
0,2,7
0,3,7
0,28,7
0,29,7
0,30,7
0,31,6
0,32,6
0,34,7
0,35,7
0,37,7
0,38,6
0,39,6
0,40,6
0,41,7
0,42,6
0,43,6
0,44,6
0,45,6
0,46,6
0,47,6
0,49,3
0,52,3
0,55,2
0,75,6
0,76,6
0,77,6
0,78,6
0,79,6
0,81,3
0,83,5
0,86,4
0,87,4
0,88,6
0,90,6
0,92,6
0,94,0
0,103,0
0,105,1
0,108,0
0,109,5
0,110,5
0,111,4
0,112,6
0,113,8
0,114,7
0,117,5
0,118,7
0,119,7
0,120,7
0,121,7
0,122,6
0,123,7
0,124,5
0,126,7
0,127,6
1,0,7
1,1,7
1,2,7
1,3,7
1,4,7
1,26,7
1,27,7
1,28,7
1,29,7
1,30,7
1,32,7
1,33,7
1,36,6
1,37,7
1,39,6
1,40,4
1,41,7
1,42,7
1,43,6
1,44,6
1,45,6
1,46,7
1,47,5
1,50,3
1,51,2
1,52,4
1,53,5
1,54,4
1,75,5
1,76,6
1,77,7
1,78,4
1,79,5
1,81,5
1,82,6
1,83,3
1,84,2
1,86,5
1,88,5
1,89,5
1,90,4
1,104,0
1,106,3
1,112,5
1,113,4
1,115,5
1,116,7
1,117,8
1,118,7
1,119,7
1,120,7
1,121,7
1,122,8
1,123,6
1,124,4
1,125,6
1,126,6
1,127,4
2,0,7
2,1,7
2,2,7
2,3,7
2,26,7
2,27,7
2,28,7
2,29,7
2,30,7
2,31,7
2,35,7
2,36,7
2,37,7
2,38,6
2,39,6
2,40,4
2,41,6
2,42,6
2,43,6
2,44,6
2,46,6
2,51,2
2,53,5
2,56,1
2,70,2
2,76,7
2,77,6
2,78,6
2,81,6
2,83,4
2,84,0
2,86,4
2,87,3
2,103,1
2,106,6
2,107,5
2,108,2
2,109,5
2,115,4
2,116,7
2,117,8
2,118,6
2,119,5
2,120,7
2,122,7
2,123,7
2,124,7
2,126,7
2,127,5
3,0,7
3,1,7
3,2,7
3,3,7
3,4,7
3,5,7
3,27,7
3,28,7
3,29,7
3,30,7
3,31,7
3,34,6
3,35,7
3,36,7
3,37,7
3,38,6
3,39,6
3,41,7
3,42,7
3,43,6
3,44,5
3,45,6
3,46,6
3,51,4
3,52,2
3,54,1
3,57,1
3,61,3
3,68,1
3,69,3
3,70,2
3,72,2
3,73,4
3,74,5
3,75,7
3,76,6
3,77,6
3,78,6
3,79,5
3,80,6
3,82,5
3,83,6
3,84,4
3,85,6
3,86,6
3,87,4
3,88,1
3,89,4
3,95,0
3,98,1
3,102,0
3,104,4
3,106,6
3,107,8
3,109,5
3,111,4
3,113,4
3,114,4
3,118,6
3,119,6
3,120,7
3,122,7
3,123,7
3,124,6
3,125,7
3,126,8
3,127,6
4,0,7
4,1,7
4,2,7
4,3,7
4,4,6
4,5,7
4,6,7
4,7,7
4,16,7
4,21,7
4,22,7
4,25,7
4,26,7
4,27,7
4,28,7
4,29,7
4,30,7
4,31,5
4,32,7
4,33,8
4,34,7
4,35,7
4,36,7
4,37,7
4,38,6
4,39,6
4,40,6
4,41,5
4,43,6
4,44,5
4,45,6
4,46,5
4,50,3
4,51,5
4,52,3
4,60,4
4,61,5
4,68,3
4,72,3
4,74,5
4,75,7
4,76,5
4,77,5
4,79,5
4,82,6
4,83,7
4,84,6
4,85,7
4,86,8
4,96,2
4,101,1
4,103,4
4,106,5
4,108,6
4,109,7
4,112,6
