x,y,pressures
0,31,4
0,33,4
0,34,4
0,35,5
0,36,4
0,40,5
0,41,6
0,43,4
0,44,5
0,45,3
0,46,5
0,49,9
0,50,8
0,51,7
0,52,6
0,56,5
0,57,6
0,58,6
0,59,6
0,62,4
0,63,6
0,64,6
0,65,7
0,66,5
0,67,6
0,69,7
0,70,7
0,71,8
0,72,8
0,73,9
0,74,7
0,75,9
0,76,9
0,77,9
0,78,8
0,79,8
0,80,10
0,81,5
0,82,7
0,83,7
0,84,7
0,86,6
0,87,7
0,88,10
0,89,6
0,93,7
0,94,9
0,96,7
0,97,7
0,98,7
0,100,7
0,101,6
0,103,7
0,104,7
0,105,7
0,106,5
1,33,7
1,35,5
1,38,3
1,40,4
1,42,4
1,45,5
1,46,5
1,47,5
1,48,5
1,49,8
1,54,5
1,57,6
1,58,5
1,59,5
1,63,5
1,64,4
1,65,7
1,66,9
1,67,8
1,68,7
1,70,7
1,71,7
1,72,8
1,73,8
1,74,8
1,75,8
1,76,9
1,77,10
1,78,11
1,79,8
1,80,10
1,81,9
1,82,10
1,83,7
1,86,6
1,87,8
1,88,6
1,89,6
1,90,7
1,93,6
1,94,8
1,95,10
1,96,10
1,97,7
1,98,7
1,99,7
1,100,8
1,101,7
1,102,6
1,103,6
1,104,5
2,30,4
2,35,4
2,36,4
2,38,4
2,42,2
2,43,4
2,44,4
2,46,5
2,49,7
2,50,7
2,51,3
2,52,5
2,53,5
2,58,5
2,60,6
2,61,5
2,62,6
2,63,6
2,64,6
2,65,7
2,66,6
2,67,9
2,68,8
2,70,8
2,71,7
2,72,8
2,73,8
2,74,9
2,75,8
2,76,9
2,77,9
2,78,7
2,79,7
2,80,9
2,81,10
2,82,10
2,86,7
2,87,9
2,88,5
2,89,7
2,90,7
2,92,7
2,93,7
2,95,7
2,96,8
2,97,7
2,98,7
2,99,7
2,101,7
2,102,6
3,21,3
3,36,3
3,37,3
3,39,4
3,41,4
3,42,4
3,47,6
3,49,7
3,50,9
3,51,8
3,52,7
3,54,5
3,55,6
3,56,7
3,59,7
3,60,7
3,61,7
3,62,6
3,63,7
3,64,6
3,65,9
3,66,7
3,67,9
3,68,10
3,69,6
3,70,6
3,71,6
3,72,7
3,73,7
3,76,6
3,77,7
3,80,8
3,81,7
3,82,9
3,83,6
3,85,6
3,86,6
3,87,6
3,90,6
3,91,6
3,94,6
3,95,7
3,96,6
3,98,6
4,29,3
4,35,8
4,36,5
4,46,4
4,47,5
4,49,6
4,50,9
4,51,10
4,52,5
4,53,7
4,55,6
4,56,6
4,57,6
4,59,6
4,60,6
4,62,7
4,63,6
4,64,6
4,65,8
4,66,5
4,67,6
4,68,5
4,69,7
4,71,6
4,72,7
4,74,6
4,75,5
4,76,6
4,77,6
4,78,6
4,79,6
4,80,9
4,82,7
4,83,6
4,84,6
4,85,6
4,86,6
4,91,6
4,94,8
4,95,7
4,96,5
4,97,5
4,98,6
5,35,4
5,39,5
5,41,4
5,42,4
5,46,3
5,47,5
5,49,7
5,51,8
5,53,6
5,54,6
5,57,6
5,59,7
5,60,8
5,61,6
5,64,6
5,65,6
5,66,6
5,67,7
5,68,6
5,70,6
5,71,5
5,72,6
5,73,6
5,74,6
5,75,6
5,76,6
5,77,5
5,78,6
5,80,7
5,81,9
5,83,7
5,84,6
5,85,6
5,86,6
5,91,5
5,92,5
5,93,6
5,94,7
5,95,7
5,97,6
5,98,6
5,99,5
6,29,5
6,35,5
6,42,5
6,43,6
6,45,4
6,46,5
6,50,6
6,51,6
6,52,6
6,56,6
6,57,6
6,58,5
