x,y,pressures
0,1,0
0,3,1
0,5,1
0,6,1
0,7,0
0,8,0
0,9,1
0,10,1
0,11,1
0,12,1
0,15,0
0,16,1
0,17,1
0,19,1
0,20,1
0,21,1
0,22,1
0,23,1
0,24,1
0,25,1
1,0,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,7,1
1,8,1
1,9,1
1,10,1
1,11,0
1,12,1
1,13,1
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,0
2,0,1
2,1,1
2,2,1
2,3,1
2,4,1
2,5,1
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,1
2,13,0
2,14,1
2,15,1
2,17,1
2,18,1
2,19,1
2,20,1
2,21,1
2,22,1
2,23,1
2,24,0
2,25,1
3,0,1
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,10,1
3,11,1
3,14,1
3,15,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,1
3,22,1
3,23,1
3,24,1
3,25,1
4,0,1
4,1,1
4,2,1
4,3,1
4,4,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,0
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,1
4,23,1
4,24,1
4,25,1
5,0,1
5,1,1
5,2,1
5,3,1
5,4,1
5,5,1
5,6,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
5,13,1
5,14,1
5,15,1
5,16,1
5,17,1
5,19,1
5,20,1
5,21,1
5,22,1
5,23,1
5,24,1
5,25,1
6,0,1
6,1,1
6,4,1
6,5,1
6,6,1
6,7,1
6,8,1
6,9,1
6,10,0
6,11,1
6,12,1
6,13,1
6,14,1
6,16,1
6,17,1
6,19,1
6,20,1
6,21,1
6,22,1
6,23,1
6,24,1
7,0,1
7,1,1
7,2,1
7,3,1
7,4,1
7,5,1
7,6,1
7,7,1
7,8,1
7,9,1
7,10,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,1
7,17,1
7,18,1
7,19,1
7,20,1
7,22,1
7,23,1
7,24,1
8,0,1
8,1,1
8,2,1
8,3,1
8,5,1
8,6,1
8,7,1
8,8,1
8,9,1
8,10,1
8,11,1
8,14,1
8,16,1
8,17,1
8,18,1
8,19,1
8,20,1
8,22,0
8,23,1
8,24,1
9,0,1
9,1,1
9,2,1
9,3,1
9,4,1
9,5,1
9,6,1
9,7,1
9,8,1
9,9,1
9,10,1
9,11,1
9,12,1
9,13,1
9,14,1
9,15,0
9,16,1
9,17,1
9,18,1
9,20,1
9,21,1
9,22,0
9,23,1
9,24,1
10,2,1
10,4,1
10,5,1
10,6,1
10,7,1
10,8,1
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,0
10,18,0
10,20,0
10,22,0
10,23,0
10,24,1
11,0,1
11,1,1
11,2,1
11,4,1
11,5,1
11,6,1
11,7,1
11,8,1
11,9,1
11,10,1
11,11,1
11,12,1
11,13,1
11,14,1
11,15,0
11,16,1
11,18,0
12,0,1
12,1,1
12,2,1
12,5,1
12,6,1
12,7,0
12,9,1
12,10,1
12,11,1
12,12,1
12,13,1
12,14,1
12,15,1
12,16,1
12,17,0
12,20,1
12,22,1
12,23,0
13,0,1
13,1,1
13,2,1
13,3,1
13,4,1
13,5,1
13,7,1
13,8,1
13,9,1
13,10,1
13,11,1
13,13,1
13,15,1
13,16,1
13,17,1
13,20,0
13,21,1
13,23,0
14,0,1
14,1,1
14,2,1
14,5,1
14,6,1
14,7,1
14,8,1
14,10,1
14,11,1
14,12,1
14,13,1
14,14,1
14,15,1
14,16,1
14,17,1
14,18,1
14,21,0
14,22,0
14,23,1
15,0,1
15,1,1
15,2,1
15,3,1
15,4,1
15,5,1
15,6,1
15,7,1
15,8,1
15,9,1
15,10,1
15,11,0
15,12,1
15,13,1
15,14,1
15,16,1
15,17,1
15,18,1
15,19,1
15,20,1
15,22,0
15,23,0
16,2,1
16,4,1
16,5,1
16,6,1
16,7,1
16,8,1
16,9,1
16,10,1
16,12,1
16,13,1
16,14,1
16,15,1
16,17,1
16,18,1
16,19,1
16,20,1
16,22,1
17,1,1
17,2,1
17,5,1
17,6,1
17,7,1
17,8,1
17,9,1
17,10,1
17,11,1
17,12,1
17,13,1
17,14,0
17,16,1
17,17,1
17,18,1
17,19,1
17,20,1
17,21,0
17,22,0
18,0,1
18,1,1
18,2,0
18,3,0
18,4,1
18,5,1
18,6,1
18,7,1
18,8,0
18,9,0
18,12,1
18,13,1
18,14,1
18,15,1
18,16,1
18,17,1
18,18,1
18,19,1
18,21,0
18,22,0
19,0,1
19,1,1
19,2,1
19,3,1
19,4,1
19,6,1
19,8,0
19,9,1
19,10,1
19,11,1
19,12,1
19,13,1
19,14,1
19,15,1
19,16,1
19,17,1
19,18,1
19,19,1
20,1,1
20,2,1
20,4,1
20,6,1
20,7,1
20,8,1
20,9,1
20,10,1
20,11,1
20,12,1
20,13,1
20,14,1
20,15,1
20,16,1
20,17,1
20,18,1
20,19,1
21,0,1
21,1,1
21,2,1
21,3,1
21,4,1
21,8,1
21,9,1
21,10,1
21,11,1
21,12,1
21,13,1
21,14,0
21,15,1
21,16,1
21,17,1
21,19,1
21,21,0
22,0,1
22,1,1
22,2,1
22,3,1
22,4,1
22,6,1
22,7,1
22,8,1
22,9,1
22,10,1
22,11,1
22,12,1
22,14,1
22,15,1
22,16,1
22,17,1
23,0,1
23,1,1
23,3,1
23,4,1
23,5,1
23,6,1
23,7,1
23,8,1
23,9,1
23,10,1
23,11,1
23,12,1
23,13,1
23,14,1
23,15,1
23,16,1
23,18,1
23,19,0
23,21,0
24,0,1
24,1,1
24,2,1
24,3,1
24,4,1
24,5,1
24,6,1
24,7,1
24,8,1
24,9,1
24,10,1
24,13,0
24,14,1
24,15,0
24,16,1
24,17,1
24,19,0
25,0,1
25,1,1
25,2,1
25,3,1
25,4,1
25,5,1
25,6,1
25,7,1
25,8,1
25,9,1
25,10,1
25,13,1
25,14,1
25,15,1
25,17,1
25,18,1
26,1,0
26,2,1
26,4,1
26,5,1
26,6,1
26,7,1
26,8,1
26,9,1
26,10,1
26,13,1
26,14,1
26,15,1
26,16,1
26,17,1
26,18,1
27,1,1
27,2,1
27,3,1
27,5,1
27,7,1
27,8,1
27,9,1
27,10,1
27,11,1
27,12,1
27,13,1
27,14,1
27,15,1
27,16,1
27,17,1
28,0,1
28,1,1
28,2,1
28,3,1
28,6,1
28,8,1
28,9,1
28,10,1
28,11,1
28,13,1
28,15,0
28,16,1
28,17,1
29,0,1
29,1,1
29,2,1
29,4,0
29,5,0
29,6,1
29,9,1
29,10,1
29,11,1
29,12,1
29,13,1
29,14,1
29,16,1
30,0,1
30,2,1
30,3,1
30,4,1
30,6,1
30,10,1
30,11,1
30,12,1
30,13,1
30,14,1
30,15,1
30,16,1
31,0,1
31,1,1
31,2,1
31,3,1
31,4,1
31,5,1
31,7,1
31,8,1
31,9,1
31,10,1
31,11,1
31,12,1
31,13,1
32,0,1
32,2,1
32,3,1
32,6,1
32,8,1
32,9,1
32,10,1
32,11,1
32,12,1
32,13,1
33,0,1
33,2,1
33,4,1
33,5,1
33,6,1
33,7,1
33,8,1
33,9,1
33,10,1
33,11,1
33,12,1
34,0,1
34,2,1
34,3,1
34,4,1
34,6,1
34,7,1
34,8,1
34,9,1
34,10,1
34,11,1
35,0,0
35,1,0
35,2,1
35,6,1
35,8,1
35,10,1
36,1,1
36,2,1
36,3,1
36,4,1
36,5,1
36,6,1
36,7,1
36,8,1
36,9,0
37,1,0
37,2,1
37,3,1
37,4,1
37,5,1
37,6,1
37,7,1
37,8,1
38,2,1
38,3,1
38,4,1
38,5,1
38,6,1
38,7,1
39,0,1
39,1,1
39,2,1
39,3,1
39,4,1
39,5,1
39,6,1
40,0,1
40,1,1
40,2,1
40,3,1
40,4,1
40,5,1
41,0,1
41,2,1
41,3,1
41,4,1
42,1,1
42,2,1
42,3,1
43,0,1
43,1,1
43,2,0
44,0,1
44,1,0
