x,y,pressures
0,87,1
0,97,1
0,98,1
0,106,0
0,114,1
0,115,1
0,123,2
1,56,2
1,87,1
1,88,1
1,89,1
1,90,1
1,106,0
1,118,1
1,124,2
1,127,2
2,56,3
2,90,1
2,105,1
2,114,1
2,123,2
2,124,2
3,56,3
3,121,1
3,122,1
4,53,2
4,90,1
4,104,1
4,105,2
4,116,1
4,117,1
5,53,2
5,55,3
5,104,1
5,105,2
5,116,1
5,121,1
5,122,1
5,123,1
6,55,2
6,56,2
6,104,1
6,116,1
6,122,1
6,123,1
6,127,1
7,55,2
7,88,1
7,115,1
7,120,1
7,121,1
7,122,1
7,123,1
7,124,1
8,52,1
8,88,1
8,120,1
8,121,1
8,122,1
8,123,1
9,52,1
9,53,1
9,55,1
9,121,1
9,122,1
10,53,1
10,92,2
10,95,2
10,96,2
10,108,2
10,113,1
11,53,1
11,91,2
11,113,1
11,114,1
11,123,1
11,124,1
11,125,1
12,53,1
12,55,0
12,91,2
12,94,2
12,95,2
12,96,2
12,111,1
12,112,1
12,113,1
12,122,1
12,123,1
12,124,1
13,53,1
13,90,1
13,91,2
13,111,1
13,112,1
13,113,1
13,122,1
13,123,1
13,124,1
14,106,2
14,110,1
14,111,1
14,112,1
14,114,1
14,118,1
14,122,1
14,123,1
15,110,1
15,111,1
15,112,1
15,113,1
15,114,1
16,51,1
16,106,2
16,111,1
16,112,1
16,114,1
16,118,1
17,110,1
17,111,1
17,112,1
17,117,1
17,118,1
17,119,1
18,51,1
18,101,3
18,102,3
18,107,2
18,110,1
18,111,1
18,112,1
18,113,1
18,117,1
18,118,1
18,122,1
18,123,1
18,124,1
18,125,1
19,52,1
19,101,3
19,107,2
19,108,2
19,110,1
19,111,1
19,112,1
19,113,1
19,116,2
19,117,2
19,122,1
19,123,1
19,124,1
19,125,1
20,107,2
20,108,2
20,109,2
20,110,2
20,111,2
20,112,2
20,113,2
20,115,2
20,117,2
20,122,1
20,123,1
20,124,1
21,99,3
21,107,2
21,109,2
21,116,2
21,117,2
21,122,1
21,125,1
21,126,1
22,106,3
22,108,2
22,109,2
22,114,2
23,99,3
23,106,3
23,108,2
24,105,3
24,107,2
24,109,2
24,110,2
24,120,2
25,105,3
25,108,2
25,109,2
25,120,2
26,95,2
26,104,3
26,105,3
26,106,3
26,107,2
26,120,2
26,121,2
27,94,2
28,106,2
28,107,1
28,108,1
28,109,1
29,104,2
29,105,2
29,106,2
29,107,1
29,108,1
30,103,2
30,104,2
30,106,2
30,107,2
30,115,2
31,108,1
31,115,2
33,102,2
33,103,2
33,105,2
33,106,2
34,101,1
34,104,2
34,105,2
35,85,2
35,104,2
35,111,1
35,112,2
36,84,1
36,101,1
36,102,2
36,103,2
36,104,2
36,110,1
36,111,1
36,112,1
37,97,1
37,101,1
37,102,1
37,103,2
37,110,1
37,111,1
37,115,2
38,101,1
38,102,1
38,103,1
38,110,1
38,113,1
39,83,1
39,101,1
39,110,1
40,101,1
40,110,1
41,82,1
41,97,1
41,101,1
41,109,1
41,110,1
42,94,1
42,103,1
42,106,1
42,107,1
42,108,1
42,109,1
42,113,1
42,116,2
43,108,1
43,109,1
43,110,1
43,112,1
44,104,1
44,105,1
44,109,2
44,113,1
45,104,2
45,105,1
45,109,2
45,110,2
45,112,2
46,92,1
47,90,1
47,99,2
47,100,2
48,89,1
48,92,1
48,99,2
49,79,1
58,82,2
59,82,2
59,83,2
60,82,2
61,82,2
62,81,2
63,79,2
63,80,2
63,81,2
64,78,2
70,73,2
72,36,1
72,72,1
73,36,1
74,36,1
77,35,1
83,63,1
84,63,1
85,46,2
85,63,1
86,46,2
86,55,1
87,54,1
88,53,1
89,51,1
90,51,1
90,52,1
90,53,1
91,34,1
91,49,1
91,51,1
91,52,1
91,53,1
91,54,1
91,55,1
92,46,1
92,48,1
92,49,1
92,53,1
92,54,1
93,48,1
94,47,1
94,48,1
94,54,1
94,55,0
95,49,1
95,55,1
95,56,1
95,57,0
96,46,1
96,47,1
96,48,1
96,55,2
96,57,0
97,46,1
97,47,1
97,53,2
97,54,2
97,55,2
97,56,2
98,46,1
98,51,2
98,52,2
98,53,2
98,54,2
99,47,1
99,50,1
99,52,2
100,47,1
101,46,1
101,47,1
101,48,1
103,46,1
104,46,1
105,41,1
105,43,1
105,44,1
106,40,3
106,44,2
108,40,3
109,39,3
110,38,3
111,38,3
111,40,3
113,37,3
114,36,3
121,32,3
122,31,3
124,30,2
125,30,2
126,30,2
127,30,2
127,31,2
