x,y,pressures
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,30,0
0,31,0
0,32,0
0,34,0
0,38,0
0,41,0
0,63,0
0,64,0
0,65,0
0,79,0
0,80,0
0,81,0
0,82,0
0,85,0
0,88,0
0,90,0
0,91,0
0,92,0
0,94,0
0,101,0
0,110,0
0,111,0
0,112,0
0,113,0
0,114,0
0,116,0
0,117,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,30,0
1,31,0
1,36,0
1,38,0
1,41,0
1,42,0
1,76,0
1,78,0
1,79,0
1,81,0
1,88,0
1,89,0
1,90,0
1,91,0
1,92,0
1,93,0
1,94,0
1,100,0
1,101,0
1,102,0
1,106,0
1,108,0
1,110,0
1,112,0
1,113,0
1,114,0
1,115,0
1,116,0
2,4,0
2,5,0
2,7,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,15,0
2,16,0
2,17,0
2,18,0
2,19,0
2,20,0
2,21,0
2,24,0
2,38,0
2,50,0
2,67,0
2,69,0
2,75,0
2,76,0
2,77,0
2,78,0
2,79,0
2,80,0
2,82,0
2,83,0
2,85,0
2,90,0
2,91,0
2,92,0
2,93,0
2,94,0
2,99,0
2,100,0
2,101,0
2,102,0
2,103,0
2,109,0
2,110,0
2,111,0
2,112,0
2,113,0
2,114,0
2,115,0
2,116,0
2,117,0
2,118,0
2,119,0
3,3,0
3,4,0
3,5,0
3,6,0
3,7,0
3,8,0
3,9,0
3,10,0
3,11,0
3,12,0
3,13,0
3,14,0
3,15,0
3,16,0
3,17,0
3,18,0
3,21,0
3,31,0
3,32,0
3,50,0
3,66,0
3,74,0
3,75,0
3,76,0
3,78,0
3,79,0
3,80,0
3,81,0
3,82,0
3,91,0
3,92,0
3,93,0
3,100,0
3,101,0
3,103,0
3,108,0
3,109,0
3,110,0
3,112,0
3,114,0
3,115,0
3,116,0
3,117,0
3,118,0
4,2,0
4,3,0
4,4,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0
4,14,0
4,15,0
4,17,0
4,18,0
4,19,0
4,24,0
4,25,0
4,28,0
4,62,0
4,64,0
4,65,0
4,71,0
4,73,0
4,74,0
4,77,0
4,78,0
4,79,0
4,80,0
4,81,0
4,82,0
4,91,0
4,92,0
4,93,0
4,94,0
4,95,0
4,96,0
4,98,0
4,99,0
4,100,0
4,101,0
4,102,0
4,103,0
4,109,0
4,110,0
4,111,0
4,112,0
4,113,0
4,114,0
4,115,0
4,116,0
4,117,0
5,3,0
5,4,0
5,5,0
5,6,0
5,7,0
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,0
5,15,0
5,18,0
5,24,0
5,25,0
5,28,0
5,36,0
5,39,0
5,54,0
5,62,0
5,74,0
5,77,0
5,79,0
5,81,0
5,83,0
5,85,0
5,87,0
5,90,0
5,91,0
5,92,0
5,93,0
5,94,0
5,95,0
5,96,0
5,97,0
5,98,0
5,99,0
5,100,0
5,102,0
5,112,0
5,113,0
5,114,0
5,116,0
5,117,0
6,3,0
6,4,0
6,5,0
6,6,0
6,7,0
6,8,0
6,9,0
6,10,0
6,11,0
6,12,0
6,14,0
6,18,0
6,29,0
6,53,0
6,61,0
6,62,0
6,63,0
6,68,0
6,78,0
6,79,0
6,81,0
6,82,0
6,83,0
6,84,0
6,90,0
6,91,0
6,92,0
6,93,0
6,94,0
6,96,0
6,97,0
6,98,0
6,99,0
6,100,0
6,101,0
6,112,0
6,113,0
6,114,0
6,115,0
6,116,0
6,117,0
6,118,0
6,120,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,0
7,7,0
7,8,0
7,9,0
7,10,0
7,11,0
7,12,0
7,13,0
7,16,0
7,25,0
7,55,0
7,59,0
7,60,0
7,61,0
7,62,0
7,63,0
7,73,0
7,74,0
7,80,0
7,91,0
7,92,0
7,93,0
7,94,0
7,95,0
7,96,0
7,97,0
7,98,0
7,99,0
7,111,0
7,112,0
7,116,0
7,118,0
7,119,0
7,120,0
7,121,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,0
8,10,0
8,11,0
8,12,0
8,13,0
8,24,0
8,48,0
8,51,0
8,55,0
8,57,0
8,60,0
8,61,0
8,62,0
8,63,0
8,64,0
8,69,0
8,71,0
8,75,0
8,76,0
8,82,0
8,83,0
8,87,0
8,88,0
8,91,0
8,92,0
8,93,0
8,94,0
8,95,0
8,96,0
8,97,0
8,98,0
8,99,0
8,112,0
8,113,0
8,116,0
8,117,0
8,118,0
8,119,0
8,120,0
8,122,0
8,126,0
9,0,0
9,1,0
9,2,0
9,3,0
9,6,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,24,0
9,36,0
9,42,0
9,43,0
9,45,0
9,47,0
9,48,0
9,49,0
9,50,0
9,60,0
9,61,0
9,62,0
9,64,0
9,67,0
9,69,0
9,70,0
9,75,0
9,91,0
9,92,0
9,93,0
9,94,0
9,95,0
9,96,0
9,97,0
9,98,0
9,111,0
9,112,0
9,113,0
9,114,0
9,115,0
9,116,0
9,117,0
9,118,0
9,119,0
9,122,0
9,124,0
9,126,0
9,127,0
10,7,0
10,8,0
10,9,0
10,10,0
10,12,0
10,13,0
10,14,0
10,23,0
10,34,0
10,35,0
10,43,0
10,44,0
10,45,0
10,46,0
10,47,0
10,48,0
10,49,0
10,51,0
10,52,0
10,62,0
10,69,0
10,70,0
10,71,0
10,72,0
10,76,0
10,91,0
10,92,0
10,93,0
10,95,0
10,96,0
10,112,0
10,114,0
10,115,0
10,116,0
10,117,0
10,118,0
10,122,0
10,123,0
10,124,0
10,125,0
10,126,0
10,127,0
11,7,0
11,8,0
11,9,0
11,11,0
11,12,0
11,13,0
11,19,0
11,20,0
11,22,0
11,23,0
11,28,0
11,33,0
11,34,0
11,43,0
11,44,0
11,45,0
11,48,0
11,52,0
11,54,0
11,62,0
11,63,0
11,68,0
11,69,0
11,70,0
11,81,0
11,82,0
11,87,0
11,89,0
11,112,0
11,117,0
11,118,0
11,120,0
11,121,0
11,122,0
11,124,0
11,125,0
11,126,0
11,127,0
12,7,0
12,8,0
12,9,0
12,10,0
12,11,0
12,12,0
12,13,0
12,15,0
12,16,0
12,17,0
12,18,0
12,19,0
12,21,0
12,22,0
12,23,0
12,26,0
12,30,0
12,32,0
12,39,0
12,40,0
12,41,0
12,42,0
12,43,0
12,44,0
12,45,0
12,52,0
12,64,0
12,67,0
12,69,0
12,70,0
12,71,0
12,72,0
12,79,0
12,80,0
12,82,0
12,83,0
12,88,0
12,112,0
12,119,0
12,120,0
12,121,0
12,122,0
12,123,0
12,125,0
13,3,0
13,4,0
13,6,0
13,7,0
13,8,0
13,10,0
13,14,0
13,15,0
13,16,0
13,17,0
13,18,0
13,19,0
13,20,0
13,21,0
13,22,0
13,25,0
13,28,0
13,30,0
13,39,0
13,40,0
13,41,0
13,42,0
13,43,0
13,45,0
13,46,0
13,47,0
13,62,0
13,65,0
13,66,0
13,67,0
13,68,0
13,69,0
13,70,0
13,71,0
13,81,0
13,91,0
13,120,0
13,121,0
13,122,0
14,1,0
14,2,0
14,3,0
14,4,0
14,5,0
14,6,0
14,7,0
14,8,0
14,9,0
14,20,0
14,21,0
14,24,0
14,26,0
14,28,0
14,30,0
14,31,0
14,36,0
14,37,0
14,38,0
14,39,0
14,40,0
14,44,0
14,47,0
14,48,0
14,52,0
14,53,0
14,61,0
14,62,0
14,63,0
14,64,0
14,65,0
14,66,0
14,67,0
14,68,0
14,69,0
14,70,0
14,81,0
14,84,0
14,87,0
14,88,0
14,122,0
14,123,0
15,1,0
15,2,0
15,3,0
15,4,0
15,5,0
15,6,0
15,8,0
15,9,0
15,12,0
15,13,0
15,26,0
15,27,0
15,29,0
15,36,0
15,37,0
15,38,0
15,44,0
15,45,0
15,46,0
15,47,0
15,52,0
15,53,0
15,62,0
15,64,0
15,65,0
15,67,0
15,68,0
15,69,0
15,79,0
15,82,0
15,83,0
15,84,0
15,86,0
15,87,0
15,105,0
15,108,0
15,110,0
15,121,0
16,1,0
16,2,0
16,3,0
16,4,0
16,5,0
16,28,0
16,35,0
16,36,0
16,37,0
16,40,0
16,43,0
16,44,0
16,45,0
16,46,0
16,47,0
16,53,0
16,63,0
16,64,0
16,65,0
16,66,0
16,67,0
16,68,0
16,81,0
16,82,0
16,83,0
16,84,0
16,103,0
16,106,0
16,109,0
16,111,0
16,112,0
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,12,0
17,34,0
17,35,0
17,36,0
17,38,0
17,45,0
17,46,0
17,47,0
17,51,0
17,52,0
17,53,0
17,60,0
17,64,0
17,65,0
17,66,0
17,71,0
17,80,0
17,81,0
17,82,0
17,106,0
17,110,0
17,112,0
17,116,0
17,118,0
17,121,0
17,122,0
18,0,0
18,2,0
18,3,0
18,4,0
18,5,0
18,11,0
18,12,0
18,13,0
18,33,0
18,34,0
18,35,0
18,36,0
18,37,0
18,38,0
18,39,0
18,44,0
18,45,0
18,47,0
18,48,0
18,49,0
18,50,0
18,57,0
18,58,0
18,59,0
18,60,0
18,70,0
18,77,0
18,103,0
18,107,0
18,110,0
18,111,0
18,117,0
18,118,0
18,119,0
18,120,0
18,121,0
18,122,0
19,0,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,12,0
19,32,0
19,33,0
19,34,0
19,35,0
19,36,0
19,37,0
19,38,0
19,39,0
19,43,0
19,45,0
19,46,0
19,47,0
19,48,0
19,57,0
19,69,0
19,77,0
19,101,0
19,102,0
19,110,0
19,111,0
19,117,0
19,118,1
19,119,1
19,120,1
19,121,0
19,122,0
19,124,0
19,125,0
19,127,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,10,0
20,21,0
20,31,0
20,32,0
20,33,0
20,34,0
20,35,0
20,36,0
20,37,0
20,38,0
20,39,0
20,42,0
20,43,0
20,45,0
20,46,0
20,76,0
20,107,0
20,108,0
20,110,0
20,113,0
20,118,1
20,119,1
20,120,1
20,123,1
20,125,1
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,21,0
21,31,0
21,32,0
21,33,0
21,34,0
21,42,0
21,43,0
21,44,0
21,56,0
21,67,0
21,75,0
21,81,0
21,99,0
21,103,0
21,105,0
21,106,0
21,107,0
21,108,0
21,109,0
21,110,0
21,120,1
21,125,1
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,20,0
22,30,0
22,31,0
22,32,0
22,34,0
22,35,0
22,36,0
22,41,0
22,42,0
22,43,0
22,70,0
22,71,0
22,79,0
22,103,0
22,106,0
22,107,0
22,108,0
22,109,0
22,110,0
22,111,0
22,112,0
22,113,0
22,114,0
22,115,0
22,116,0
22,117,0
22,119,1
22,122,1
22,127,1
23,3,0
23,4,0
23,5,0
23,6,0
23,19,0
23,20,0
23,28,0
23,29,0
23,30,0
23,31,0
23,33,0
23,37,0
23,41,0
23,54,0
23,69,0
23,70,0
23,71,0
23,72,0
23,73,0
23,78,0
23,99,0
23,103,0
23,107,0
23,108,0
23,109,0
23,110,0
23,112,0
23,113,0
23,114,0
23,115,0
23,116,0
23,117,0
23,118,1
23,119,1
23,121,1
23,122,1
24,0,0
24,3,0
24,4,0
24,5,0
24,14,0
24,15,0
24,16,0
24,18,0
24,27,0
24,29,0
24,30,0
24,31,0
24,32,0
24,34,0
24,40,0
24,41,0
24,53,0
24,54,0
24,55,0
24,66,0
24,67,0
24,68,0
24,69,0
24,70,0
24,71,0
24,72,0
24,94,0
24,97,0
24,103,0
24,109,0
24,110,0
24,111,0
24,112,0
24,113,0
24,114,0
24,115,0
24,116,0
24,118,1
24,119,1
24,120,1
24,121,1
24,123,1
24,127,1
25,2,0
25,3,0
25,4,0
25,5,0
25,14,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,30,0
25,31,0
25,39,0
25,56,0
25,67,0
25,68,0
25,69,0
25,70,0
25,72,0
25,90,0
25,99,0
25,104,0
25,106,0
25,109,0
25,110,0
