x,y,pressures
13,1,1
14,0,1
15,2,1
16,1,1
17,0,1
17,3,0
18,0,1
18,4,0
19,0,1
19,4,0
19,7,0
20,7,0
20,9,0
21,0,0
21,1,0
21,5,0
21,6,0
21,7,0
21,10,1
21,11,0
22,2,0
22,3,0
22,4,0
22,8,0
22,10,1
23,1,0
23,3,0
23,4,0
23,6,0
23,7,0
23,8,0
23,9,0
23,18,1
24,1,0
24,2,0
24,3,0
24,4,0
24,8,0
24,12,1
24,14,0
24,15,0
24,17,0
24,20,0
24,21,0
25,1,0
25,2,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,1
25,16,0
25,17,0
25,18,0
25,20,1
25,21,1
25,23,0
26,1,0
26,2,0
26,4,0
26,7,0
26,8,0
26,9,0
26,10,0
26,15,0
26,16,0
26,18,1
26,21,0
26,23,1
26,24,0
26,28,1
26,29,1
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,7,0
27,12,0
27,13,0
27,16,0
27,17,0
27,20,0
27,21,0
27,22,1
27,23,1
27,28,0
27,30,1
28,3,0
28,11,0
28,13,0
28,15,0
28,17,0
28,19,0
28,21,1
28,22,0
28,23,1
28,24,0
29,0,0
29,1,0
29,2,0
29,4,0
29,7,0
29,8,0
29,9,0
29,20,0
29,22,1
29,23,1
30,1,0
30,4,0
30,5,0
30,19,0
31,2,0
31,3,0
31,9,0
31,11,1
31,20,0
32,2,0
32,4,0
32,8,0
32,9,0
32,11,0
32,12,1
33,0,0
33,5,0
33,6,0
33,10,1
33,11,0
33,12,0
34,0,0
34,2,0
34,4,0
34,5,0
34,6,0
34,7,0
34,8,0
34,9,0
34,12,0
34,13,0
34,14,1
34,23,0
34,24,0
34,25,0
34,26,0
34,28,0
35,0,0
35,3,0
35,4,0
35,5,0
35,6,0
35,7,0
35,10,0
35,12,0
35,13,1
35,15,1
35,16,0
35,23,0
35,25,0
35,26,0
35,27,0
35,28,0
35,29,0
35,30,1
36,0,0
36,2,0
36,6,0
36,7,0
36,13,0
36,14,0
36,15,1
36,16,1
36,23,0
36,24,0
36,26,0
36,27,0
36,28,0
36,29,0
36,31,0
37,2,0
37,6,0
37,13,0
37,14,1
37,16,1
37,18,1
37,19,1
37,20,0
37,21,1
37,23,0
37,25,0
37,26,0
37,27,0
37,28,0
37,29,0
37,30,0
37,31,0
37,32,0
38,1,0
38,12,0
38,13,0
38,14,1
38,15,1
38,16,0
38,17,1
38,18,1
38,20,0
38,23,0
38,24,0
38,25,0
38,26,0
38,27,0
38,28,0
38,29,0
38,30,0
38,31,0
38,32,0
39,1,0
39,13,0
39,15,0
39,18,0
39,19,0
39,20,0
39,21,0
39,22,0
39,24,0
39,26,0
