x,y,pressures
0,52,2
0,58,3
0,78,2
0,80,2
0,82,2
0,86,2
0,88,2
0,90,2
0,92,3
0,93,3
0,98,4
0,99,4
0,103,3
0,104,3
0,105,3
0,106,4
0,111,4
0,112,4
0,115,4
0,117,4
0,119,4
1,51,2
1,53,2
1,65,3
1,66,2
1,67,2
1,69,2
1,81,2
1,82,2
1,83,2
1,91,3
1,92,3
1,93,3
1,94,3
1,98,4
1,99,4
1,102,2
1,103,3
1,104,3
1,105,3
1,109,4
1,112,4
1,122,4
1,127,4
2,43,2
2,44,2
2,45,2
2,49,2
2,51,2
2,54,3
2,67,2
2,68,2
2,71,2
2,72,2
2,80,2
2,83,2
2,91,3
2,92,3
2,93,3
2,94,3
2,95,4
2,96,4
2,98,4
2,99,4
2,101,2
2,104,3
2,115,4
2,126,4
2,127,4
3,9,5
3,47,2
3,51,2
3,53,2
3,62,3
3,69,3
3,70,3
3,73,2
3,74,2
3,84,2
3,86,2
3,89,3
3,90,3
3,92,3
3,98,4
3,102,3
3,104,3
3,105,3
3,114,4
3,115,4
3,116,4
3,118,4
3,123,4
4,6,3
4,7,3
4,46,2
4,54,3
4,55,3
4,68,3
4,69,3
4,70,3
4,73,3
4,85,2
4,89,3
4,90,3
4,91,3
4,94,3
4,99,4
4,105,3
4,108,4
4,110,4
4,114,4
4,115,4
4,116,4
4,118,4
4,119,4
4,120,3
4,123,4
4,126,4
4,127,4
5,9,6
5,42,3
5,49,2
5,54,4
5,62,3
5,65,3
5,71,3
5,72,3
5,89,3
5,90,3
5,91,3
5,92,3
5,95,4
5,98,4
5,99,4
5,110,4
5,116,4
5,117,4
5,119,4
5,127,3
6,43,3
6,46,3
6,61,3
6,65,3
6,81,3
6,90,3
6,91,3
6,92,3
6,93,3
6,95,4
6,99,4
6,100,4
6,114,4
6,117,4
6,124,4
7,46,3
7,62,3
7,66,3
7,68,3
7,70,3
7,76,3
7,77,3
7,80,3
7,82,3
7,83,3
7,91,3
7,92,3
7,93,3
7,94,3
7,95,4
7,101,3
7,102,3
7,106,4
7,107,3
7,108,3
7,109,4
7,112,4
7,115,4
7,117,4
7,118,4
7,121,4
7,122,4
8,60,4
8,80,3
8,81,3
8,85,3
8,93,3
8,94,3
8,96,4
8,103,4
8,104,4
8,105,4
8,107,3
9,57,4
9,59,4
9,60,4
9,67,3
9,68,3
9,82,3
9,83,3
9,84,3
9,85,3
9,86,2
9,89,3
9,93,3
9,94,3
9,95,4
9,96,4
9,98,4
9,105,4
9,109,4
9,116,4
9,119,4
9,123,3
10,48,3
10,49,3
10,57,5
10,58,6
10,60,4
10,61,5
10,62,4
10,63,5
10,64,3
10,65,5
10,73,3
10,77,3
10,81,3
10,83,3
10,84,3
10,85,3
10,86,3
10,94,3
10,95,4
10,96,4
10,98,4
10,101,4
10,102,4
10,103,4
10,105,4
10,106,3
10,119,4
10,124,4
10,125,4
10,126,4
11,53,3
11,56,3
11,60,4
11,62,5
11,63,5
11,64,4
11,78,3
11,79,3
11,80,3
11,81,3
11,84,3
11,85,3
11,89,3
11,91,3
11,94,3
11,97,4
11,98,4
11,99,4
11,101,4
11,102,4
11,103,4
11,104,4
11,105,4
11,106,3
11,110,3
11,117,4
11,119,4
11,120,4
11,124,4
11,126,3
12,11,4
12,12,4
12,13,4
12,43,3
12,54,3
12,57,5
12,60,4
12,62,4
12,65,4
12,69,3
12,79,3
12,80,3
12,84,3
12,92,3
12,98,3
12,99,4
12,100,4
12,102,4
12,105,4
12,116,4
13,11,4
13,12,4
13,14,4
13,41,3
13,53,4
13,55,2
13,57,5
13,58,4
13,73,3
13,74,3
13,77,3
13,78,3
13,82,3
13,100,4
13,101,4
13,108,3
13,109,4
13,114,4
13,120,4
13,121,4
13,124,4
13,125,4
14,12,4
14,13,4
14,14,4
14,40,3
14,50,3
14,53,3
14,55,4
14,56,4
14,63,3
14,75,3
14,80,3
14,81,4
14,86,3
14,89,3
14,98,4
14,101,4
14,102,4
14,103,4
14,108,3
14,121,4
15,12,4
15,13,4
15,51,5
15,69,3
15,70,3
15,83,3
15,91,3
15,95,4
15,98,4
15,100,4
15,102,4
15,103,4
15,106,2
15,107,3
16,51,3
16,52,4
16,59,3
16,60,3
16,75,4
16,76,4
16,85,4
16,87,4
16,88,4
16,89,7
16,90,4
16,94,4
16,96,4
16,98,4
16,100,3
16,103,3
16,107,4
16,118,4
16,120,4
16,122,4
16,126,4
17,52,3
17,60,3
17,61,4
17,62,4
17,79,4
17,82,4
17,83,4
17,89,4
17,90,4
17,98,4
17,100,4
17,101,4
17,107,4
17,109,4
17,110,4
17,126,4
18,16,4
18,51,4
18,59,3
18,61,4
18,80,4
18,89,4
18,90,4
18,94,4
18,101,3
18,109,3
18,110,4
18,126,4
18,127,4
19,22,4
19,62,4
19,75,4
19,76,4
19,89,4
19,90,4
19,91,4
19,92,4
19,93,3
19,94,4
19,104,4
19,109,4
19,112,3
19,115,3
19,123,4
19,126,4
19,127,4
20,22,4
20,24,4
20,50,3
20,51,3
20,52,4
20,53,3
20,64,4
20,75,4
20,94,4
20,99,4
20,109,4
20,110,4
20,112,3
21,23,4
21,51,4
21,53,3
21,63,4
21,65,4
21,84,4
21,93,4
21,96,4
21,105,4
21,106,4
21,108,3
21,112,4
21,115,3
22,15,4
22,50,3
22,61,4
22,66,4
22,85,4
22,90,4
22,94,4
22,97,4
22,98,4
22,99,4
22,102,3
22,103,4
22,104,4
22,109,4
23,16,4
23,20,4
23,51,4
23,52,3
23,54,3
23,80,4
23,81,4
23,86,4
23,87,4
23,90,4
23,91,4
23,94,4
23,96,4
23,102,4
23,105,4
23,106,4
23,111,4
23,117,2
24,51,3
24,52,4
24,81,3
24,83,4
24,84,4
24,85,4
24,86,4
24,87,4
24,88,4
24,89,4
24,91,4
24,92,4
24,93,4
24,95,4
24,97,4
24,98,4
24,99,4
24,102,4
24,104,4
24,107,4
24,110,4
24,111,4
24,113,4
24,123,3
25,51,4
25,52,4
25,57,4
25,83,4
25,89,3
25,90,4
25,92,4
25,93,4
25,103,4
25,105,4
25,106,4
25,110,4
26,51,3
26,54,3
26,86,4
26,87,4
26,88,4
26,89,4
26,90,4
26,91,4
26,92,4
26,94,3
26,95,4
26,99,4
26,103,4
26,110,4
26,114,4
26,119,3
26,121,3
26,122,3
27,0,3
27,51,4
27,90,4
27,98,4
27,99,4
27,102,4
27,114,4
27,118,3
27,122,2
27,123,4
28,17,3
28,45,4
28,46,4
28,51,3
28,98,4
28,100,4
28,105,4
28,107,4
28,111,5
28,123,3
29,17,2
29,46,4
29,51,5
29,52,4
29,65,3
29,96,4
29,100,4
29,108,4
29,110,4
29,111,4
29,112,4
29,113,4
29,124,2
30,28,4
30,46,5
30,51,4
30,64,4
30,103,4
30,106,5
30,110,4
30,111,4
30,112,4
30,118,3
31,28,4
31,50,4
31,51,3
31,89,4
31,100,4
31,102,4
31,105,4
31,107,5
31,112,4
31,115,4
31,125,2
32,28,4
32,49,5
32,50,4
32,51,4
32,52,4
32,61,4
32,99,4
32,106,4
32,114,4
32,119,3
32,127,3
33,50,5
33,94,4
33,95,4
33,98,4
33,104,4
33,108,4
33,111,4
33,120,4
33,123,3
33,127,3
34,27,5
34,50,5
34,89,4
34,90,4
34,91,4
34,95,4
34,97,3
34,99,4
34,101,4
34,102,4
34,103,4
34,110,4
34,111,4
34,112,4
34,117,4
35,37,4
35,50,6
35,51,5
35,62,4
35,89,4
35,93,4
35,97,4
35,98,4
35,99,4
35,100,4
35,101,4
35,107,4
35,112,4
35,113,4
35,116,3
35,117,5
35,122,3
35,125,3
36,24,4
36,31,4
36,51,5
36,62,4
36,87,4
36,88,4
36,89,4
36,93,4
36,96,4
36,97,4
36,105,4
36,106,4
36,111,4
36,116,3
36,117,4
36,122,4
36,123,4
37,19,4
37,20,5
37,39,4
37,40,4
37,51,5
37,52,4
37,62,4
37,78,4
37,88,4
37,102,4
37,106,4
37,123,3
37,124,3
38,20,4
38,21,5
38,38,4
38,52,5
38,78,4
38,79,4
38,101,4
38,102,4
38,103,4
38,107,4
38,111,4
38,112,3
38,113,3
38,119,4
38,121,4
38,124,3
39,42,4
39,52,4
39,53,4
39,61,4
39,77,4
39,101,4
39,102,4
39,108,4
39,110,4
39,111,4
39,124,3
39,127,3
40,22,6
40,23,5
40,40,3
40,41,4
40,52,4
40,53,4
40,80,4
40,91,4
40,92,4
40,98,4
40,99,4
40,101,4
40,104,4
40,111,4
40,117,6
40,118,3
41,23,5
41,24,5
41,40,4
41,41,4
41,53,4
41,54,4
41,81,3
41,92,4
41,93,4
41,95,4
41,97,4
41,102,4
41,104,3
41,105,3
41,111,4
41,112,4
41,113,4
41,117,3
41,118,4
41,120,3
42,19,2
42,24,6
42,28,4
42,42,4
42,53,5
42,84,3
42,85,3
42,89,4
42,95,4
42,96,4
42,98,4
42,99,3
42,101,3
42,102,3
42,107,3
42,108,5
42,110,4
42,119,5
42,120,4
42,124,2
42,127,4
43,30,4
43,43,3
43,53,5
43,54,5
43,85,3
43,86,3
