x,y,pressures
0,0,7
0,1,7
0,2,8
0,3,7
0,4,5
0,6,4
0,7,4
0,8,4
0,10,4
0,16,2
0,17,3
0,18,5
0,22,4
0,24,2
0,26,2
0,29,2
0,30,3
0,31,6
0,32,5
0,33,3
0,34,3
0,38,3
0,41,6
0,42,5
0,43,6
0,44,5
0,45,5
0,50,3
0,51,4
0,52,4
0,53,6
0,54,6
0,55,6
0,56,5
0,57,6
0,58,5
0,59,4
0,62,2
0,63,5
0,65,5
0,66,3
0,67,3
0,70,6
0,71,6
0,72,6
0,73,6
0,75,7
0,76,6
0,77,7
0,78,6
0,79,6
0,81,6
0,82,6
0,83,6
0,84,4
0,86,6
0,89,6
0,90,7
0,91,7
0,92,7
0,93,6
0,94,7
0,95,7
0,96,7
0,97,5
0,98,6
0,99,6
0,101,7
0,102,7
0,103,6
0,104,4
0,105,6
0,106,4
0,108,5
0,109,3
0,110,6
0,111,6
0,112,6
0,113,5
0,114,5
0,115,6
0,117,6
0,118,5
0,124,2
0,126,2
0,127,3
1,1,7
1,2,8
1,3,6
1,4,4
1,5,4
1,6,3
1,7,5
1,10,6
1,16,2
1,17,4
1,19,1
1,26,3
1,29,3
1,30,4
1,32,3
1,33,3
1,36,3
1,37,6
1,38,6
1,39,5
1,40,6
1,41,6
1,42,3
1,43,6
1,44,6
1,48,2
1,50,5
1,51,4
1,52,5
1,53,5
1,54,5
1,55,5
1,56,5
1,57,4
1,58,5
1,59,6
1,60,6
1,61,3
1,62,1
1,63,6
1,64,4
1,65,5
1,68,4
1,70,6
1,71,6
1,72,6
1,74,4
1,75,5
1,78,6
1,80,6
1,81,6
1,83,5
1,84,3
1,88,6
1,89,6
1,90,6
1,91,7
1,92,7
1,94,8
1,95,8
1,96,7
1,98,6
1,99,7
1,100,7
1,101,6
1,102,6
1,103,7
1,104,6
1,105,6
1,107,5
1,109,3
1,110,6
1,111,5
1,112,6
1,113,5
1,114,6
1,115,6
1,116,5
1,117,6
1,118,6
1,119,5
1,120,3
1,125,3
2,2,7
2,3,5
2,4,5
2,5,4
2,6,5
2,10,4
2,11,3
2,17,2
2,23,2
2,24,2
2,26,3
2,27,2
2,28,2
2,29,4
2,30,5
2,36,6
2,37,5
2,38,6
2,39,5
2,40,6
2,41,5
2,42,5
2,43,7
2,46,2
2,47,4
2,50,7
2,51,6
2,52,6
2,53,6
2,54,6
2,60,6
2,61,4
2,63,6
2,64,5
2,66,1
2,67,3
2,68,4
2,69,5
2,70,7
2,71,7
2,72,7
2,73,5
2,75,5
2,76,6
2,77,7
2,78,8
2,79,7
2,80,7
2,81,7
2,83,7
2,88,7
2,90,6
2,91,7
2,92,6
2,93,6
2,94,6
2,96,6
2,97,7
2,98,6
2,99,6
2,100,8
2,101,7
2,102,7
2,104,6
2,106,6
2,109,4
2,110,4
2,111,7
2,112,6
2,113,7
2,114,6
2,115,6
2,117,5
2,118,6
2,119,6
2,120,5
2,124,5
2,125,8
2,126,4
2,127,5
3,1,7
3,2,7
3,3,5
3,6,4
3,7,4
3,8,5
3,9,5
3,11,3
3,14,3
3,16,3
3,17,4
3,24,4
3,26,5
3,27,4
3,28,5
3,29,4
3,30,5
3,31,6
3,32,3
3,33,3
3,35,3
3,36,5
3,38,5
3,39,6
3,40,4
3,41,4
3,42,4
3,43,5
3,47,6
3,48,4
3,49,5
3,50,6
3,51,5
3,52,5
3,53,4
3,54,4
3,55,4
3,57,6
