x,y,pressures
0,0,2
0,1,2
0,5,2
0,7,2
0,8,2
0,9,2
0,14,2
0,17,2
0,18,2
0,19,2
0,20,2
0,21,2
0,22,2
0,24,2
0,25,2
0,26,2
0,27,2
0,28,2
0,30,2
0,32,2
0,33,2
0,34,2
0,36,2
0,37,2
0,39,2
0,41,2
0,43,2
0,44,2
0,45,2
0,46,2
0,47,2
0,48,2
0,50,2
0,51,2
0,52,2
0,53,2
0,54,2
0,55,2
0,57,2
0,58,2
0,59,2
0,61,2
0,62,2
0,63,2
0,64,1
1,0,2
1,3,2
1,5,2
1,6,2
1,8,2
1,12,2
1,13,2
1,14,2
1,15,2
1,16,2
1,17,2
1,18,2
1,19,2
1,20,2
1,21,2
1,24,2
1,25,2
1,26,2
1,27,2
1,28,2
1,29,2
1,30,2
1,31,2
1,32,2
1,34,2
1,35,2
1,36,2
1,37,2
1,39,2
1,41,2
1,42,2
1,43,2
1,44,2
1,45,2
1,49,2
1,51,2
1,52,2
1,53,2
1,54,2
1,55,2
1,56,2
1,57,2
1,58,2
1,60,2
1,61,2
1,62,2
1,63,2
1,64,1
2,0,2
2,5,2
2,7,2
2,8,2
2,9,2
2,10,2
2,16,2
2,17,2
2,19,2
2,20,2
2,21,2
2,22,2
2,23,2
2,24,2
2,25,2
2,26,2
2,28,2
2,29,2
2,30,2
2,31,2
2,32,2
2,33,2
2,34,2
2,35,2
2,36,2
2,37,2
2,40,2
2,41,2
2,42,2
2,43,2
2,44,2
2,46,2
2,47,2
2,50,2
2,51,2
2,52,2
2,53,2
2,54,2
2,55,2
2,56,2
2,57,2
2,58,2
2,59,2
2,60,2
2,61,2
2,63,2
2,64,1
3,0,2
3,7,2
3,13,2
3,17,2
3,18,2
3,19,2
3,20,2
3,21,2
3,22,2
3,23,2
3,24,2
3,25,2
3,26,2
3,27,2
3,28,2
3,29,2
3,30,2
3,31,2
3,32,2
3,33,2
3,34,2
3,36,2
3,37,2
3,39,2
3,40,2
3,42,2
3,43,2
3,44,2
3,45,2
3,46,2
3,47,2
3,48,2
3,49,2
3,50,2
3,51,2
3,52,2
3,53,2
3,54,2
3,55,2
3,56,2
3,58,2
3,59,2
3,60,2
3,61,2
3,62,2
3,63,2
4,0,2
4,9,2
4,10,2
4,11,2
4,12,2
4,14,2
4,16,2
4,17,2
4,19,2
4,20,2
4,22,2
4,24,2
4,25,2
4,26,2
4,27,2
4,28,2
4,29,2
4,30,2
4,31,2
4,33,2
4,34,2
4,35,2
4,36,2
4,37,2
4,38,2
4,39,2
4,40,2
4,41,2
4,42,2
4,43,2
4,44,2
4,45,2
4,46,2
4,47,2
4,49,2
4,50,2
4,51,2
4,52,2
4,53,2
4,54,2
4,55,2
4,56,2
4,57,2
4,58,2
4,59,2
4,60,2
4,61,2
4,62,2
4,63,2
4,64,2
5,0,2
5,11,2
5,12,2
5,13,2
5,14,2
5,15,2
5,16,2
5,18,2
5,19,2
5,21,2
5,23,2
5,24,2
5,26,2
5,27,2
5,28,2
5,29,2
5,30,2
5,31,2
5,36,2
5,37,2
5,38,2
5,39,2
5,40,2
5,41,2
5,42,2
5,44,2
5,45,2
5,46,2
5,47,2
5,48,2
5,49,2
5,50,2
5,51,2
5,52,2
5,53,2
5,54,2
5,55,2
5,56,2
5,60,2
5,61,2
5,62,2
5,63,2
5,64,2
5,65,2
6,0,2
6,10,2
6,11,2
6,12,2
6,16,2
6,18,2
6,19,2
6,20,2
6,21,2
6,22,2
6,23,2
6,24,2
6,25,2
6,27,2
6,28,2
6,29,2
6,30,2
6,31,2
6,33,2
6,35,2
6,36,2
6,37,2
6,38,2
6,40,2
6,42,2
6,43,2
6,44,2
6,45,2
6,46,2
6,47,2
6,48,2
6,49,2
6,50,2
6,51,2
6,52,2
6,53,2
6,57,2
6,61,2
6,63,2
6,64,2
7,10,2
7,11,2
7,12,2
7,13,2
7,16,2
7,17,2
7,18,2
7,19,2
7,20,2
7,22,2
7,23,2
7,24,2
7,25,2
7,26,2
7,27,2
7,28,2
7,29,2
7,30,2
7,31,2
7,32,2
7,33,2
7,35,2
7,36,2
7,37,2
7,38,2
7,39,2
7,40,2
7,41,2
7,42,2
7,43,2
7,44,2
7,45,2
7,46,2
7,47,2
7,48,2
7,49,2
7,50,2
7,51,2
7,52,2
7,53,2
7,54,2
7,57,2
7,60,2
7,61,2
7,62,2
7,63,2
7,64,2
7,65,2
8,1,2
8,11,2
8,12,2
8,13,2
8,14,2
8,15,2
8,17,2
8,18,2
8,19,2
8,20,2
8,21,2
8,22,2
8,23,2
8,24,2
8,25,2
8,26,2
8,27,2
8,28,2
8,29,2
8,30,2
8,31,2
8,32,2
8,33,2
8,34,2
8,35,2
8,36,2
8,37,2
8,39,2
8,40,2
8,41,2
8,42,2
8,43,2
8,44,2
8,45,2
8,46,2
8,47,2
8,48,2
8,49,2
8,50,2
8,52,2
8,54,2
8,55,2
8,56,2
8,58,2
8,63,2
9,1,2
9,9,2
9,10,2
9,11,2
9,14,2
9,15,2
9,16,2
9,19,2
9,20,2
9,21,2
9,22,2
9,23,2
9,24,2
9,25,2
9,27,2
9,28,2
9,29,2
9,30,2
9,31,2
9,32,2
9,33,2
9,34,2
9,35,2
9,36,2
9,37,2
9,38,2
9,40,2
9,43,2
9,44,2
9,45,2
9,46,2
9,47,2
9,48,2
9,49,2
9,50,2
9,51,2
9,52,2
9,53,2
9,54,2
9,58,2
9,59,2
9,62,2
9,64,1
10,11,2
10,12,2
10,14,2
10,15,2
10,16,2
10,17,2
10,18,2
10,19,2
10,20,2
10,21,2
10,22,2
10,23,2
10,24,2
10,25,2
10,26,2
10,27,2
10,29,2
10,30,2
10,32,2
10,33,2
10,34,2
10,35,2
10,36,2
10,37,2
10,38,2
10,39,2
10,40,2
10,41,2
10,42,2
10,43,2
10,44,2
10,45,2
10,46,2
10,47,2
10,48,2
10,50,2
10,52,2
10,53,2
10,55,2
10,56,2
10,60,2
10,62,2
10,63,2
11,12,2
11,13,2
11,15,2
11,16,2
11,17,2
11,18,2
11,19,2
11,20,2
11,21,2
11,22,2
11,23,2
11,24,2
11,25,2
11,26,2
11,27,2
11,29,2
11,31,2
11,32,2
11,33,2
11,35,2
11,36,2
11,37,2
11,38,2
11,39,2
11,40,2
11,41,2
11,42,2
11,43,2
11,44,2
11,45,2
11,46,2
11,47,2
11,48,2
11,49,2
11,50,2
11,51,2
11,52,2
11,53,2
11,54,2
11,57,2
11,58,2
11,59,2
11,60,2
11,61,2
11,62,2
11,63,2
12,14,2
12,16,2
12,18,2
12,19,2
12,20,2
12,24,2
12,25,2
12,26,2
12,30,2
12,31,2
12,32,2
12,33,2
12,34,2
12,35,2
12,36,2
12,37,2
12,38,2
12,39,2
12,40,2
12,41,2
12,43,2
12,44,2
12,45,2
12,46,2
12,49,2
12,50,2
12,51,2
12,52,2
12,57,2
12,58,2
12,60,2
12,61,2
12,62,2
13,15,2
13,16,2
13,17,2
13,18,2
13,19,2
13,21,2
13,22,2
13,23,2
13,24,2
13,25,2
13,26,2
13,27,2
13,29,2
13,30,2
13,31,2
13,32,2
13,33,2
13,34,2
13,35,2
13,36,2
13,37,2
13,38,2
13,39,2
13,40,2
13,41,2
13,42,2
13,43,2
13,44,2
13,46,2
13,47,2
13,48,2
13,49,2
13,50,2
13,51,2
13,52,2
13,55,2
13,56,2
13,57,2
13,59,2
13,60,2
13,61,2
13,62,2
14,17,1
14,18,2
14,19,2
14,20,2
14,21,2
14,22,2
14,24,2
14,25,2
14,26,2
14,27,2
14,29,2
14,30,2
14,31,2
14,33,2
14,34,2
14,35,2
14,36,2
14,37,2
14,38,2
14,39,2
14,40,2
14,41,2
14,43,2
14,44,2
14,45,2
14,46,2
14,47,2
14,48,2
14,49,2
14,50,2
14,53,2
14,54,2
14,55,2
14,57,2
14,58,2
14,60,2
14,61,2
14,62,2
14,63,2
15,18,2
15,19,2
15,20,2
15,21,2
15,22,2
15,23,2
15,25,2
15,26,2
15,28,2
15,29,2
15,30,2
15,31,2
15,32,2
15,33,2
15,34,2
15,35,2
15,36,2
15,37,2
15,38,2
15,39,2
15,40,2
15,41,2
15,42,2
